loan_amnt,int_rate,annual_inc,dti,emp_length,open_acc,revol_util,pub_rec,delinq_2yrs,loan_status
20400.0,9.99,85000.0,19.51,9,8.0,67.8,0.0,0.0,0
10175.0,13.33,43000.0,22.55,2,11.0,35.5,0.0,0.0,0
20000.0,6.39,120000.0,8.75,4,13.0,51.6,0.0,0.0,0
4000.0,5.32,74400.0,12.63,5,10.0,30.2,0.0,0.0,0
1200.0,9.99,38000.0,1.74,4,4.0,24.3,0.0,0.0,0
15000.0,16.99,105000.0,36.48,10,22.0,19.7,0.0,0.0,0
10000.0,12.29,132000.0,23.57,10,15.0,25.9,0.0,0.0,0
18400.0,13.33,93500.0,13.37,6,16.0,42.3,0.0,0.0,1
6500.0,13.99,39000.0,24.62,6,7.0,70.0,0.0,0.0,0
19000.0,7.26,53000.0,19.25,7,14.0,49.9,0.0,0.0,0
18000.0,15.61,50000.0,29.02,10,9.0,78.9,0.0,0.0,1
6000.0,11.53,42000.0,20.03,1,10.0,68.9,1.0,1.0,0
8000.0,11.53,90000.0,25.72,1,25.0,79.6,0.0,1.0,0
15000.0,15.77,79950.0,24.05,3,16.0,41.8,0.0,0.0,1
22000.0,8.18,81000.0,11.01,10,8.0,82.2,0.0,1.0,0
22000.0,10.64,70000.0,13.61,1,6.0,0.1,0.0,0.0,0
18000.0,14.65,70000.0,18.33,10,9.0,45.9,0.0,0.0,1
10000.0,12.29,26000.0,28.65,5,6.0,70.3,0.0,0.0,0
11000.0,13.99,75000.0,15.31,10,9.0,41.5,0.0,0.0,1
15000.0,5.32,65050.0,6.27,10,7.0,44.4,0.0,0.0,0
3600.0,15.61,54000.0,28.29,10,9.0,67.0,1.0,6.0,0
10000.0,7.91,103000.0,13.74,2,12.0,70.6,0.0,4.0,0
20000.0,13.99,125000.0,7.61,0,14.0,74.2,0.0,0.0,0
28000.0,9.99,169000.0,8.19,0,9.0,72.6,0.0,0.0,0
25000.0,7.89,70000.0,15.19,3,10.0,32.2,0.0,1.0,0
12000.0,6.89,70000.0,8.83,7,9.0,10.6,0.0,0.0,0
3800.0,27.49,43000.0,39.69,3,12.0,59.7,0.0,0.0,1
18450.0,15.61,46160.0,16.59,5,8.0,84.6,0.0,1.0,0
10000.0,7.89,100000.0,7.81,8,8.0,82.9,0.0,2.0,0
4000.0,9.99,72000.0,16.02,3,8.0,70.1,1.0,0.0,0
30000.0,18.25,145000.0,5.03,8,10.0,31.4,1.0,0.0,0
6400.0,6.24,53032.2,9.44,10,9.0,66.8,0.0,0.0,0
4000.0,13.33,32000.0,29.22,1,7.0,70.4,0.0,0.0,0
25000.0,16.99,87000.0,18.57,8,20.0,58.5,2.0,0.0,0
20000.0,13.33,79000.0,15.89,5,13.0,38.4,0.0,4.0,1
10000.0,13.44,83000.0,15.17,10,9.0,36.0,1.0,0.0,0
10000.0,9.17,42500.0,12.43,8,5.0,43.6,0.0,0.0,0
29975.0,17.57,75000.0,19.94,5,11.0,84.7,0.0,0.0,1
18000.0,14.65,88000.0,16.66,10,9.0,66.1,0.0,1.0,0
5000.0,6.89,80000.0,6.15,5,6.0,86.6,0.0,0.0,1
9000.0,13.33,50000.0,17.93,5,7.0,36.9,0.0,0.0,0
1500.0,9.99,79500.0,12.23,1,5.0,86.2,1.0,0.0,0
14000.0,14.65,91000.0,14.39,3,16.0,78.0,0.0,0.0,1
14000.0,7.89,100000.0,1.81,3,5.0,33.3,0.0,0.0,0
15000.0,11.53,34000.0,23.54,1,12.0,27.2,0.0,0.0,0
25000.0,10.99,85000.0,6.16,10,16.0,7.5,0.0,1.0,1
25200.0,23.99,66633.0,18.55,1,5.0,88.4,0.0,0.0,0
7875.0,13.33,40000.0,33.63,6,27.0,26.8,0.0,0.0,0
5000.0,9.99,80000.0,23.54,4,13.0,57.2,0.0,0.0,0
20000.0,9.17,130000.0,21.18,2,16.0,23.2,0.0,4.0,0
35000.0,26.77,105000.0,23.35,2,9.0,82.5,0.0,1.0,0
7000.0,7.89,150000.0,8.86,10,10.0,77.8,1.0,0.0,0
10000.0,13.33,140000.0,14.15,1,37.0,66.0,1.0,0.0,0
6000.0,11.53,20000.0,24.97,6,8.0,58.1,1.0,1.0,0
22000.0,8.18,75000.0,14.74,10,21.0,3.7,0.0,5.0,1
21000.0,12.69,65000.0,29.14,10,11.0,69.8,0.0,0.0,1
5000.0,7.89,95000.0,19.33,10,13.0,58.2,0.0,0.0,0
10000.0,6.99,60000.0,29.15,10,18.0,32.7,0.0,0.0,0
4200.0,6.24,110500.0,26.71,6,18.0,40.9,0.0,0.0,0
20000.0,13.33,59000.0,26.32,10,19.0,19.9,0.0,0.0,0
23850.0,16.99,95000.0,12.7,9,8.0,48.0,1.0,0.0,1
35000.0,18.25,280000.0,11.29,10,26.0,54.0,0.0,1.0,0
18100.0,19.99,73000.0,27.45,4,16.0,92.1,0.0,0.0,0
2000.0,13.99,45000.0,21.28,10,10.0,41.3,1.0,0.0,0
25200.0,28.49,76000.0,14.21,9,11.0,20.4,0.0,1.0,0
13000.0,15.61,56825.0,23.55,8,15.0,67.0,1.0,0.0,0
6000.0,9.17,117000.0,20.64,1,15.0,91.8,0.0,0.0,0
15000.0,9.76,60000.0,7.34,10,6.0,79.6,0.0,0.0,1
15000.0,6.92,85000.0,26.23,2,18.0,23.1,0.0,0.0,0
6000.0,12.29,100000.0,8.63,3,12.0,56.3,0.0,1.0,0
12000.0,16.55,56000.0,37.44,10,20.0,73.6,0.0,0.0,1
15000.0,6.89,73000.0,23.18,10,12.0,88.3,0.0,0.0,0
28000.0,8.18,117000.0,30.3,10,17.0,48.0,0.0,0.0,0
8400.0,13.33,54000.0,16.84,10,22.0,31.7,0.0,0.0,0
14650.0,14.48,36500.0,26.66,2,14.0,46.6,0.0,0.0,0
34750.0,20.49,220000.0,28.31,0,11.0,67.1,0.0,0.0,0
7000.0,8.18,120000.0,20.45,1,20.0,78.1,0.0,4.0,0
25000.0,9.17,92000.0,14.82,7,12.0,2.9,0.0,0.0,0
10000.0,13.99,53300.0,14.1,10,7.0,50.3,1.0,0.0,0
35000.0,13.33,125000.0,28.7,10,13.0,89.3,0.0,0.0,1
4800.0,13.99,33000.0,18.69,2,6.0,35.4,0.0,0.0,0
35000.0,14.48,250000.0,14.2,10,18.0,81.1,0.0,0.0,0
15000.0,7.89,80000.0,19.02,9,3.0,41.4,0.0,0.0,0
28000.0,13.99,172000.0,6.73,10,9.0,72.4,0.0,1.0,0
10000.0,11.53,85000.0,25.0,4,16.0,30.2,1.0,1.0,0
35000.0,12.29,175000.0,14.39,3,7.0,86.3,0.0,0.0,0
3050.0,10.99,18000.0,10.07,3,6.0,28.9,1.0,0.0,0
20600.0,9.17,115000.0,22.62,10,12.0,86.2,0.0,0.0,0
10000.0,6.24,85000.0,19.79,10,24.0,49.9,0.0,1.0,0
4000.0,13.33,42000.0,31.11,10,10.0,46.7,0.0,0.0,0
12000.0,7.89,80000.0,6.18,4,5.0,21.9,1.0,0.0,0
16000.0,8.18,85000.0,10.53,3,9.0,66.3,0.0,0.0,1
20000.0,17.86,80000.0,19.38,1,6.0,89.5,0.0,0.0,1
2000.0,14.65,41000.0,12.06,10,15.0,61.9,0.0,1.0,0
10000.0,8.18,26000.0,26.78,3,7.0,46.3,0.0,0.0,1
1000.0,17.57,18000.0,25.07,10,5.0,55.1,0.0,0.0,0
17725.0,14.65,36937.0,34.41,8,11.0,42.5,0.0,1.0,1
12000.0,20.99,52000.0,28.89,0,12.0,55.3,0.0,0.0,1
24000.0,14.33,150000.0,12.69,0,14.0,44.0,2.0,0.0,0
28000.0,14.65,100000.0,29.39,8,17.0,75.0,0.0,0.0,0
35000.0,13.99,90000.0,10.36,0,12.0,55.6,0.0,0.0,0
30000.0,15.41,80000.0,5.95,10,13.0,95.8,0.0,5.0,0
35000.0,15.61,140000.0,22.7,10,17.0,70.2,0.0,0.0,1
15000.0,9.99,80000.0,3.47,9,7.0,47.2,0.0,1.0,0
23000.0,18.25,46000.0,25.12,10,9.0,87.6,0.0,0.0,0
8000.0,5.32,63000.0,22.82,10,12.0,27.3,0.0,1.0,0
12000.0,6.92,153000.0,3.67,10,4.0,3.8,1.0,0.0,0
20000.0,13.99,75000.0,20.27,2,10.0,70.0,0.0,0.0,1
15600.0,6.24,110000.0,23.29,9,10.0,30.4,0.0,0.0,0
15000.0,7.89,541000.0,8.03,7,6.0,24.5,0.0,1.0,0
24000.0,7.89,113700.0,31.68,10,11.0,82.6,0.0,0.0,1
4400.0,14.65,72000.0,24.7,10,16.0,53.7,0.0,0.0,0
6000.0,8.18,50000.0,12.72,2,9.0,25.4,0.0,0.0,0
12000.0,9.17,60000.0,24.36,1,11.0,80.5,0.0,0.0,1
24000.0,20.99,60000.0,22.58,3,10.0,74.4,0.0,0.0,0
4200.0,12.69,31680.0,6.05,0,4.0,46.0,0.0,1.0,0
5000.0,7.89,19200.0,7.69,10,7.0,5.0,0.0,0.0,0
15000.0,7.89,75000.0,12.89,2,13.0,44.1,0.0,0.0,0
24000.0,5.93,49000.0,28.8,5,8.0,15.8,0.0,0.0,0
8000.0,14.33,65000.0,4.39,2,6.0,41.0,0.0,2.0,0
35000.0,10.99,90000.0,17.41,3,21.0,15.0,0.0,3.0,0
3000.0,15.61,65000.0,21.81,5,21.0,70.8,0.0,2.0,1
20000.0,10.99,75000.0,18.98,0,28.0,39.2,0.0,0.0,0
14400.0,12.69,67000.0,12.13,10,5.0,95.0,0.0,0.0,0
15000.0,9.17,55000.0,17.04,5,11.0,84.0,0.0,0.0,0
35000.0,16.99,110000.0,13.71,5,17.0,64.2,1.0,9.0,0
21000.0,11.49,105000.0,15.62,10,14.0,70.0,0.0,3.0,0
2400.0,7.89,25000.0,31.88,0,6.0,55.0,0.0,0.0,0
15000.0,11.99,45500.0,9.71,10,8.0,15.0,0.0,0.0,0
3500.0,12.29,50000.0,10.32,6,6.0,59.6,0.0,0.0,0
28000.0,7.26,160000.0,11.45,10,10.0,34.0,0.0,0.0,0
25000.0,5.32,365000.0,0.13,7,13.0,0.6,0.0,0.0,0
5000.0,6.68,51000.0,4.89,10,7.0,24.5,0.0,0.0,0
10000.0,13.99,40000.0,37.02,4,17.0,62.3,1.0,0.0,0
15000.0,9.17,42000.0,11.97,10,8.0,44.5,1.0,0.0,0
11700.0,15.61,62000.0,23.77,10,17.0,45.3,2.0,0.0,0
33825.0,13.33,130000.0,26.08,3,25.0,92.3,0.0,0.0,1
16000.0,9.17,54000.0,31.38,5,19.0,74.1,1.0,0.0,1
12800.0,11.53,47000.0,22.84,2,22.0,37.7,0.0,0.0,0
3000.0,11.53,96000.0,7.5,10,10.0,43.3,1.0,0.0,0
25000.0,5.32,65000.0,13.52,10,18.0,10.1,0.0,0.0,0
2400.0,10.64,48000.0,8.53,10,20.0,19.6,0.0,0.0,0
13000.0,12.29,68000.0,15.48,10,17.0,64.8,0.0,0.0,1
20000.0,5.32,80000.0,3.84,0,11.0,20.6,0.0,0.0,0
15000.0,12.69,145000.0,25.95,7,11.0,48.2,0.0,1.0,0
15000.0,11.22,56900.0,28.58,6,14.0,47.2,1.0,0.0,0
13275.0,18.25,49000.0,20.57,10,10.0,71.9,0.0,0.0,1
6000.0,9.17,60000.0,19.94,3,13.0,44.7,0.0,1.0,0
5000.0,13.33,21120.0,22.61,10,7.0,15.2,0.0,0.0,0
24925.0,19.99,65600.0,26.13,7,9.0,78.2,0.0,0.0,0
10000.0,12.29,80000.0,17.83,10,9.0,95.0,0.0,0.0,0
9000.0,12.69,110000.0,15.47,5,9.0,85.2,0.0,0.0,0
20000.0,11.22,95000.0,14.0,0,10.0,48.7,0.0,1.0,0
12000.0,6.39,50000.0,16.44,1,17.0,28.0,0.0,0.0,0
12000.0,12.69,127000.0,15.89,8,11.0,47.5,0.0,1.0,1
5375.0,5.32,35000.0,13.48,5,5.0,62.5,0.0,0.0,0
11200.0,9.99,70000.0,11.28,3,13.0,54.6,0.0,0.0,0
20000.0,6.68,70000.0,11.67,3,7.0,34.7,0.0,0.0,0
10800.0,12.69,62000.0,13.45,10,9.0,55.0,0.0,0.0,0
15000.0,6.68,58000.0,23.3,4,13.0,28.3,0.0,0.0,0
21000.0,18.55,95000.0,17.81,10,17.0,63.1,0.0,0.0,0
5000.0,7.26,84000.0,9.57,4,7.0,89.4,0.0,0.0,0
15000.0,13.33,101000.0,6.82,10,22.0,25.0,0.0,0.0,0
15000.0,9.99,110000.0,10.6,10,19.0,46.7,0.0,2.0,0
35000.0,7.89,142000.0,11.23,10,13.0,30.3,0.0,0.0,0
35000.0,12.29,116849.0,25.23,7,17.0,93.4,0.0,0.0,0
3000.0,9.17,40000.0,24.45,5,5.0,64.0,0.0,0.0,0
18000.0,6.39,40000.0,22.68,0,18.0,26.9,0.0,0.0,0
7500.0,7.89,128000.0,18.85,10,7.0,87.2,0.0,1.0,0
20000.0,12.29,61000.0,6.3,10,8.0,29.3,0.0,0.0,1
12400.0,13.33,62840.0,23.99,10,16.0,87.3,0.0,0.0,0
28000.0,8.18,115000.0,8.41,2,14.0,29.1,0.0,0.0,0
25000.0,7.89,100000.0,22.47,4,11.0,71.8,7.0,0.0,0
5000.0,7.89,38000.0,5.12,5,7.0,10.7,1.0,0.0,0
7225.0,16.55,80000.0,26.82,0,17.0,55.6,0.0,0.0,1
16000.0,8.18,90000.0,10.2,2,9.0,24.3,0.0,0.0,0
5500.0,5.32,76000.0,8.98,6,14.0,6.8,0.0,0.0,0
9725.0,19.19,48000.0,4.63,1,19.0,60.7,0.0,0.0,0
10000.0,9.99,60000.0,12.74,10,15.0,68.0,1.0,2.0,0
18000.0,12.29,75000.0,6.32,2,9.0,44.0,0.0,0.0,0
30700.0,15.61,76000.0,10.61,10,4.0,74.2,1.0,0.0,1
35000.0,9.17,80000.0,20.0,10,11.0,60.2,0.0,0.0,0
5000.0,12.69,42000.0,33.37,3,14.0,66.8,0.0,0.0,0
4275.0,15.61,29500.0,36.82,5,9.0,18.4,1.0,0.0,0
7000.0,7.89,90000.0,5.01,10,4.0,56.9,0.0,0.0,1
3175.0,14.65,26000.0,32.92,5,9.0,86.0,0.0,0.0,0
10000.0,10.99,42000.0,22.69,2,14.0,24.3,0.0,1.0,1
18000.0,16.99,50000.0,13.3,0,6.0,81.0,0.0,0.0,0
10500.0,7.89,80000.0,23.06,0,18.0,6.5,0.0,0.0,0
7775.0,15.61,103000.0,12.76,10,10.0,46.4,0.0,4.0,1
10000.0,13.33,30000.0,25.72,4,11.0,39.1,1.0,0.0,0
14000.0,14.65,60000.0,24.22,4,10.0,30.7,0.0,0.0,0
35000.0,9.99,314000.0,12.61,10,27.0,38.0,0.0,0.0,0
7200.0,12.29,26000.0,14.08,4,16.0,30.2,0.0,0.0,0
12000.0,9.99,56000.0,20.47,10,18.0,59.5,0.0,0.0,0
12000.0,9.99,72000.0,14.43,10,10.0,50.8,1.0,0.0,0
12800.0,12.69,36314.0,29.38,10,10.0,78.2,0.0,4.0,0
15000.0,9.99,75000.0,11.38,5,17.0,34.2,0.0,0.0,0
2925.0,14.65,55000.0,11.8,1,4.0,0.6,0.0,0.0,0
12000.0,13.18,80000.0,16.38,4,10.0,72.9,0.0,0.0,0
6800.0,16.55,50000.0,1.61,4,4.0,41.5,1.0,0.0,0
15000.0,11.53,47652.0,20.83,10,20.0,12.3,1.0,0.0,0
25350.0,8.18,52000.0,27.69,10,11.0,76.8,0.0,0.0,0
10000.0,8.18,100000.0,13.42,5,17.0,91.9,0.0,1.0,0
6000.0,8.18,26000.0,19.9,2,11.0,22.2,0.0,0.0,0
20000.0,10.99,95000.0,21.92,3,17.0,53.1,0.0,0.0,1
24600.0,7.89,155438.0,12.01,10,10.0,71.8,0.0,2.0,0
12000.0,16.55,37000.0,20.79,10,9.0,89.7,0.0,0.0,1
35000.0,17.86,120000.0,18.61,7,11.0,74.4,0.0,0.0,0
12475.0,13.33,54500.0,22.26,1,11.0,79.8,0.0,0.0,0
14525.0,12.29,33013.2,23.92,2,11.0,59.2,0.0,0.0,1
17100.0,16.99,38000.0,33.32,1,14.0,50.0,0.0,0.0,0
7000.0,11.48,66000.0,11.69,1,5.0,98.0,0.0,0.0,0
15000.0,6.39,65000.0,18.59,0,18.0,60.9,0.0,1.0,0
30000.0,13.99,90000.0,28.0,10,17.0,49.6,1.0,2.0,0
7500.0,9.17,50100.0,26.87,3,12.0,15.9,0.0,0.0,0
28800.0,9.17,154000.0,30.59,10,14.0,63.0,0.0,0.0,0
10000.0,9.17,86000.0,24.34,10,16.0,65.3,0.0,1.0,0
10000.0,10.99,60000.0,17.22,8,10.0,55.3,0.0,1.0,0
11000.0,5.32,516000.0,1.52,8,11.0,32.1,0.0,0.0,0
12000.0,7.89,50000.0,23.91,1,6.0,84.8,0.0,3.0,0
10000.0,13.99,72500.0,18.54,1,23.0,19.5,1.0,0.0,0
11000.0,8.18,60000.0,6.38,0,4.0,78.0,0.0,0.0,0
15000.0,7.91,117000.0,10.93,10,8.0,24.7,0.0,0.0,0
17550.0,18.25,45000.0,15.87,4,11.0,49.5,0.0,1.0,1
8000.0,11.53,52000.0,13.59,10,5.0,58.4,0.0,0.0,0
12000.0,8.18,105000.0,19.68,6,18.0,61.6,0.0,0.0,0
11350.0,18.25,41600.0,17.8,1,4.0,43.9,0.0,0.0,1
6500.0,11.53,90000.0,0.41,4,4.0,19.7,0.0,0.0,0
20000.0,10.99,70000.0,17.95,6,13.0,64.8,0.0,0.0,0
10925.0,24.99,36600.0,27.7,5,6.0,62.9,1.0,0.0,0
9500.0,10.99,119000.0,2.24,1,5.0,67.1,0.0,0.0,0
3000.0,13.33,58829.0,26.67,10,26.0,55.7,0.0,0.0,0
12000.0,7.89,140000.0,9.99,5,8.0,66.7,0.0,1.0,0
5600.0,12.29,143000.0,19.36,9,13.0,69.8,0.0,0.0,0
10000.0,8.18,115000.0,14.93,10,10.0,41.6,0.0,2.0,0
5000.0,12.29,35000.0,19.48,3,4.0,61.7,0.0,1.0,0
5000.0,9.99,71232.0,22.94,2,8.0,7.9,0.0,8.0,0
2775.0,18.99,33000.0,35.42,2,11.0,74.4,0.0,0.0,0
25000.0,7.89,125000.0,22.67,9,15.0,37.8,0.0,1.0,1
25000.0,13.33,92000.0,13.11,9,7.0,95.4,0.0,0.0,1
35000.0,13.99,155000.0,29.24,10,19.0,50.9,0.0,0.0,1
2000.0,10.99,18000.0,7.4,3,3.0,36.7,0.0,0.0,0
5550.0,10.99,65000.0,13.77,10,16.0,26.4,0.0,2.0,0
4800.0,14.33,60886.0,25.8,10,10.0,70.0,0.0,0.0,0
6000.0,9.17,47000.0,22.57,2,9.0,44.0,0.0,0.0,0
22000.0,6.24,75000.0,16.54,7,10.0,54.4,0.0,0.0,0
10000.0,12.29,115000.0,7.64,10,14.0,27.9,0.0,3.0,0
14000.0,5.32,80000.0,27.03,3,13.0,63.3,0.0,0.0,0
14400.0,19.19,38000.0,19.55,1,19.0,44.7,0.0,0.0,1
10000.0,6.24,40000.0,21.72,8,22.0,25.6,0.0,0.0,0
12375.0,14.65,60000.0,23.28,10,8.0,78.2,1.0,0.0,0
25000.0,7.26,150000.0,10.0,3,12.0,17.8,0.0,0.0,0
20000.0,10.99,75000.0,26.43,1,9.0,73.3,0.0,0.0,0
8100.0,19.99,78000.0,13.75,5,14.0,46.6,0.0,1.0,0
6000.0,12.29,35000.0,6.45,3,13.0,13.2,0.0,0.0,0
16000.0,21.67,55000.0,23.61,4,6.0,45.4,1.0,0.0,0
7000.0,11.53,58000.0,20.63,10,6.0,50.1,0.0,0.0,0
5000.0,5.32,77700.0,2.25,10,10.0,19.1,1.0,0.0,0
15000.0,7.89,90000.0,17.42,10,22.0,34.8,0.0,0.0,1
24000.0,6.68,170000.0,6.68,3,7.0,46.1,0.0,2.0,0
15000.0,16.55,70000.0,7.51,0,12.0,40.0,0.0,1.0,1
13400.0,14.65,60000.0,19.86,4,10.0,74.0,0.0,0.0,1
6000.0,9.99,55000.0,25.05,3,12.0,51.2,1.0,0.0,0
7225.0,10.99,100000.0,15.61,1,14.0,83.0,0.0,6.0,0
12500.0,12.29,100000.0,12.15,10,10.0,84.8,0.0,0.0,1
5500.0,10.99,160000.0,10.81,3,10.0,32.9,4.0,0.0,0
9000.0,5.32,52000.0,20.59,2,14.0,33.7,0.0,0.0,0
10325.0,8.18,30000.0,10.2,3,9.0,48.7,0.0,0.0,0
16000.0,9.17,105000.0,12.91,7,11.0,85.6,0.0,0.0,0
3700.0,12.29,49560.0,27.27,2,8.0,14.6,0.0,0.0,0
5000.0,13.33,65000.0,24.54,10,22.0,15.7,1.0,0.0,0
5950.0,17.57,33000.0,20.77,1,7.0,68.2,0.0,0.0,0
14000.0,10.99,56000.0,27.63,3,9.0,58.4,1.0,0.0,0
8000.0,13.99,25000.0,11.83,0,4.0,62.9,0.0,0.0,0
30000.0,12.69,175000.0,6.84,10,9.0,74.3,0.0,0.0,0
3500.0,8.18,42000.0,28.61,1,8.0,52.1,0.0,0.0,0
6900.0,12.69,97172.0,21.61,5,13.0,57.9,0.0,0.0,1
20000.0,11.99,150000.0,8.58,10,4.0,78.8,0.0,0.0,0
32500.0,14.65,65000.0,21.38,10,17.0,46.1,1.0,0.0,0
13200.0,7.89,86473.0,14.39,3,19.0,95.6,0.0,1.0,0
20000.0,12.69,55000.0,33.25,10,12.0,64.3,1.0,0.0,1
20000.0,9.17,57000.0,25.35,3,17.0,46.2,0.0,0.0,1
35000.0,16.55,192000.0,8.88,5,8.0,32.6,0.0,2.0,0
15000.0,7.89,150000.0,29.99,7,18.0,83.0,0.0,0.0,0
4625.0,16.99,13000.0,25.02,0,9.0,44.7,0.0,0.0,0
6500.0,10.99,65000.0,18.0,2,11.0,53.7,0.0,0.0,0
10000.0,8.18,70000.0,13.82,6,11.0,71.8,0.0,0.0,0
35000.0,13.18,190000.0,23.57,5,11.0,69.0,0.0,0.0,0
7500.0,15.41,58000.0,14.38,9,18.0,78.0,0.0,3.0,0
6000.0,13.99,40000.0,27.57,2,5.0,78.4,0.0,0.0,0
7200.0,14.48,39750.0,19.66,2,15.0,78.4,1.0,0.0,0
6000.0,13.18,56000.0,1.69,2,2.0,22.7,0.0,0.0,0
28000.0,18.2,185000.0,11.04,3,25.0,49.4,0.0,1.0,1
10000.0,11.53,160000.0,8.67,8,11.0,70.7,0.0,0.0,0
24000.0,11.53,105000.0,14.35,2,20.0,24.6,0.0,1.0,0
3600.0,12.29,50000.0,28.44,2,13.0,64.9,0.0,0.0,0
15000.0,7.89,85000.0,13.0,10,11.0,49.8,0.0,2.0,0
16000.0,9.99,66000.0,26.73,10,10.0,82.4,0.0,0.0,1
5000.0,6.24,53000.0,22.76,5,15.0,65.7,0.0,0.0,0
12000.0,11.53,80000.0,21.0,0,14.0,37.5,0.0,0.0,0
12000.0,10.99,40000.0,26.22,4,14.0,55.0,0.0,0.0,1
3600.0,12.29,60000.0,28.29,7,14.0,16.1,0.0,1.0,0
18775.0,17.57,44712.0,30.62,3,23.0,23.1,0.0,0.0,0
7800.0,9.76,65000.0,9.44,1,13.0,8.2,0.0,0.0,0
7000.0,13.99,55000.0,21.23,3,8.0,46.8,0.0,0.0,1
7000.0,13.18,38000.0,7.55,0,11.0,37.2,0.0,0.0,0
6000.0,9.17,45000.0,14.53,4,6.0,98.8,0.0,0.0,0
20000.0,7.26,54000.0,23.31,10,12.0,52.6,0.0,0.0,0
10000.0,9.17,47000.0,18.53,4,20.0,25.0,0.0,1.0,0
7000.0,17.57,72400.0,32.65,3,16.0,74.6,0.0,0.0,1
17000.0,9.17,55000.0,25.2,10,10.0,36.2,0.0,1.0,0
10800.0,10.99,55000.0,38.14,0,22.0,62.1,1.0,0.0,1
3550.0,15.61,42000.0,35.31,4,6.0,31.5,0.0,0.0,0
35000.0,16.55,175000.0,20.94,0,22.0,59.1,0.0,0.0,1
13000.0,6.68,135000.0,9.59,10,15.0,51.2,0.0,0.0,0
20000.0,9.99,230000.0,13.71,2,16.0,52.7,0.0,0.0,0
10850.0,22.99,29000.0,22.14,1,25.0,53.4,1.0,0.0,1
15000.0,9.17,68000.0,14.33,4,6.0,59.6,1.0,0.0,1
3000.0,16.55,40000.0,34.56,5,15.0,59.7,0.0,0.0,0
4125.0,14.65,30000.0,21.96,9,11.0,42.0,0.0,0.0,0
2400.0,17.86,46750.0,34.48,10,12.0,63.3,0.0,0.0,0
10000.0,9.17,49000.0,19.62,10,8.0,42.0,0.0,0.0,0
10000.0,11.53,61000.0,11.84,6,15.0,69.3,0.0,1.0,0
15100.0,15.61,62000.0,12.33,8,7.0,54.4,0.0,0.0,1
25000.0,10.99,75000.0,13.9,0,7.0,28.0,0.0,0.0,1
5400.0,13.99,68250.0,9.02,8,6.0,97.3,0.0,0.0,0
15000.0,9.99,92000.0,13.63,1,7.0,86.9,0.0,0.0,0
8800.0,9.99,48000.0,20.93,2,10.0,77.4,2.0,0.0,0
12000.0,15.41,107000.0,35.06,10,18.0,49.3,1.0,0.0,0
20000.0,6.24,71000.0,20.38,10,11.0,54.9,0.0,0.0,0
35000.0,14.65,300000.0,7.54,10,16.0,41.1,0.0,0.0,0
14400.0,9.17,56000.0,23.83,7,12.0,45.0,0.0,0.0,1
15000.0,18.25,48000.0,22.28,7,14.0,73.8,0.0,0.0,1
30000.0,12.29,199260.0,5.46,10,12.0,62.9,0.0,0.0,0
15000.0,11.53,80000.0,24.03,10,15.0,52.1,0.0,0.0,0
9600.0,13.99,38000.0,6.57,9,7.0,27.5,0.0,0.0,0
23025.0,16.99,54837.0,24.45,6,21.0,64.3,0.0,0.0,0
35000.0,16.99,265000.0,15.87,10,22.0,69.0,0.0,0.0,0
18000.0,9.99,45000.0,25.89,4,14.0,20.9,0.0,0.0,0
10175.0,7.89,30000.0,29.81,2,11.0,2.2,0.0,0.0,0
22000.0,9.99,90000.0,6.56,1,7.0,81.5,0.0,0.0,0
20000.0,6.89,98241.0,16.25,10,12.0,64.6,0.0,0.0,0
10725.0,17.57,30000.0,3.92,10,4.0,39.7,0.0,0.0,0
21675.0,13.67,110000.0,18.5,10,13.0,61.5,0.0,6.0,0
10000.0,5.93,85000.0,2.15,3,8.0,19.7,0.0,0.0,1
2000.0,13.99,35000.0,19.34,7,10.0,65.8,0.0,0.0,0
35000.0,12.69,125000.0,30.69,10,16.0,67.9,0.0,0.0,0
28000.0,15.61,120000.0,30.73,10,11.0,93.9,0.0,3.0,0
4000.0,8.18,56408.15,20.87,7,10.0,45.7,1.0,0.0,0
21000.0,13.33,130000.0,15.15,4,20.0,55.3,1.0,0.0,0
13675.0,21.99,62000.0,13.76,7,10.0,72.7,0.0,1.0,1
20000.0,18.25,59300.0,20.01,9,5.0,75.0,0.0,0.0,0
28000.0,14.65,108118.0,15.44,10,14.0,83.1,0.0,0.0,1
14800.0,11.53,70000.0,11.64,1,13.0,39.7,0.0,0.0,0
15000.0,6.89,60000.0,14.42,4,10.0,69.9,0.0,0.0,0
10000.0,25.89,40000.0,12.33,10,15.0,41.0,0.0,3.0,1
6025.0,12.69,60000.0,36.44,5,22.0,38.2,0.0,2.0,0
9000.0,9.17,85000.0,8.82,2,13.0,40.4,0.0,1.0,0
9600.0,14.65,35000.0,14.13,2,6.0,38.1,0.0,1.0,0
15000.0,12.29,75000.0,19.82,10,15.0,44.4,0.0,0.0,0
10800.0,6.24,130000.0,19.82,8,13.0,42.9,0.0,2.0,0
10000.0,6.89,115000.0,14.61,0,14.0,73.7,0.0,0.0,0
29875.0,18.25,520000.0,2.02,1,8.0,31.9,1.0,4.0,0
35000.0,10.99,120000.0,12.53,10,18.0,26.4,0.0,0.0,0
3200.0,13.33,38000.0,15.95,8,4.0,101.1,0.0,3.0,0
